Prices (USD/bbl),Date (CDT),Time (CDT)
68.03,2021-08-05,02:46:00
68.06,2021-08-05,02:51:00
68.01,2021-08-05,02:56:00
67.96,2021-08-05,03:01:01
67.93,2021-08-05,03:05:38
67.95,2021-08-05,03:11:00
67.99,2021-08-05,03:15:54
67.98,2021-08-05,03:21:01
68,2021-08-05,03:25:40
67.99,2021-08-05,03:31:00
67.97,2021-08-05,03:35:52
67.98,2021-08-05,03:40:59
67.99,2021-08-05,03:46:01
67.99,2021-08-05,03:50:54
67.98,2021-08-05,03:55:57
68.15,2021-08-05,04:04:00
68.05,2021-08-05,05:00:01
68.06,2021-08-05,05:01:01
68.11,2021-08-05,05:05:49
68.08,2021-08-05,05:11:00
67.99,2021-08-05,05:15:48
67.97,2021-08-05,05:20:56
68.01,2021-08-05,05:25:54
68.02,2021-08-05,05:30:52
68.03,2021-08-05,05:36:01
68,2021-08-05,05:40:45
68.02,2021-08-05,05:45:54
68.04,2021-08-05,05:51:00
68.04,2021-08-05,05:55:59
68.02,2021-08-05,06:00:59
68.04,2021-08-05,06:05:59
68.05,2021-08-05,06:10:49
68.07,2021-08-05,06:16:01
68.05,2021-08-05,06:21:00
68.06,2021-08-05,06:25:54
68.1,2021-08-05,06:31:01
68.12,2021-08-05,06:36:01
68.12,2021-08-05,06:41:00
68.11,2021-08-05,06:45:59
68.11,2021-08-05,06:51:00
68.07,2021-08-05,06:56:01
68.11,2021-08-05,07:01:02
68.17,2021-08-05,07:06:00
68.25,2021-08-05,07:11:01
68.29,2021-08-05,07:15:57
68.32,2021-08-05,07:21:00
68.35,2021-08-05,07:25:56
68.29,2021-08-05,07:31:01
68.28,2021-08-05,07:35:50
68.27,2021-08-05,07:40:59
68.27,2021-08-05,07:46:00
68.21,2021-08-05,07:50:58
68.21,2021-08-05,07:56:00
68.34,2021-08-05,08:01:01
68.31,2021-08-05,08:06:01
68.29,2021-08-05,08:11:00
68.31,2021-08-05,08:15:50
68.39,2021-08-05,08:20:59
68.37,2021-08-05,08:25:58
68.33,2021-08-05,08:30:57
68.33,2021-08-05,08:35:54
68.35,2021-08-05,08:41:02
68.27,2021-08-05,08:46:01
68.29,2021-08-05,08:51:00
68.32,2021-08-05,08:56:57
68.35,2021-08-05,09:00:56
68.33,2021-08-05,09:05:54
68.35,2021-08-05,09:10:57
68.37,2021-08-05,09:16:00
68.4,2021-08-05,09:21:01
68.44,2021-08-05,09:26:01
68.4,2021-08-05,09:31:01
68.4,2021-08-05,09:36:00
68.47,2021-08-05,09:41:01
68.44,2021-08-05,09:46:00
68.44,2021-08-05,09:51:01
68.39,2021-08-05,09:55:51
68.38,2021-08-05,10:00:57
68.48,2021-08-05,10:06:01
68.46,2021-08-05,10:11:01
68.47,2021-08-05,10:15:55
68.45,2021-08-05,10:20:56
68.47,2021-08-05,10:25:44
68.44,2021-08-05,10:30:57
68.41,2021-08-05,10:36:00
68.43,2021-08-05,10:40:49
68.43,2021-08-05,10:45:57
68.44,2021-08-05,10:50:57
68.45,2021-08-05,10:55:55
68.42,2021-08-05,11:00:57
68.41,2021-08-05,11:05:55
68.42,2021-08-05,11:10:57
68.4,2021-08-05,11:16:00
68.38,2021-08-05,11:20:42
68.4,2021-08-05,11:25:58
68.39,2021-08-05,11:31:58
68.39,2021-08-05,11:35:59
68.38,2021-08-05,11:41:00
68.39,2021-08-05,11:45:39
68.39,2021-08-05,11:50:59
68.36,2021-08-05,11:55:54
68.42,2021-08-05,12:01:00
68.49,2021-08-05,12:06:00
68.49,2021-08-05,12:11:01
68.45,2021-08-05,12:15:54
68.41,2021-08-05,12:20:55
68.38,2021-08-05,12:25:57
68.31,2021-08-05,12:31:01
68.37,2021-08-05,12:36:00
68.34,2021-08-05,12:40:49
68.32,2021-08-05,12:45:57
68.21,2021-08-05,12:50:59
68.19,2021-08-05,12:55:58
68.15,2021-08-05,13:01:01
68.15,2021-08-05,13:06:00
68.16,2021-08-05,13:11:00
68.21,2021-08-05,13:16:01
68.18,2021-08-05,13:21:00
67.98,2021-08-05,13:26:01
67.93,2021-08-05,13:30:57
67.94,2021-08-05,13:36:01
67.99,2021-08-05,13:41:00
67.87,2021-08-05,13:46:01
67.69,2021-08-05,13:51:01
67.74,2021-08-05,13:56:01
67.87,2021-08-05,14:01:01
67.88,2021-08-05,14:06:00
68.04,2021-08-05,14:11:01
68.07,2021-08-05,14:16:01
68.12,2021-08-05,14:21:01
68.12,2021-08-05,14:25:59
68.11,2021-08-05,14:31:01
68.07,2021-08-05,14:36:00
68.16,2021-08-05,14:41:00
68.03,2021-08-05,14:46:01
68.05,2021-08-05,14:51:01
68.02,2021-08-05,14:55:59
68.14,2021-08-05,15:01:00
68.19,2021-08-05,15:06:01
68.19,2021-08-05,15:10:26
68.07,2021-08-05,15:15:57
68.04,2021-08-05,15:20:54
67.97,2021-08-05,15:26:00
67.78,2021-08-05,15:31:02
67.82,2021-08-05,15:36:01
67.88,2021-08-05,15:41:01
67.97,2021-08-05,15:46:01
68.16,2021-08-05,15:51:00
68.31,2021-08-05,15:56:01
68.33,2021-08-05,16:01:01
68.63,2021-08-05,16:06:01
68.8,2021-08-05,16:11:01
68.74,2021-08-05,16:16:01
68.71,2021-08-05,16:20:59
68.74,2021-08-05,16:26:00
68.68,2021-08-05,16:30:59
68.68,2021-08-05,16:36:01
68.68,2021-08-05,16:40:50
68.7,2021-08-05,16:47:01
68.81,2021-08-05,16:51:00
68.83,2021-08-05,16:56:00
68.87,2021-08-05,17:01:01
68.76,2021-08-05,17:05:59
68.76,2021-08-05,17:11:01
68.53,2021-08-05,17:16:01
68.34,2021-08-05,17:21:01
68.52,2021-08-05,17:26:01
68.53,2021-08-05,17:30:59
68.46,2021-08-05,17:36:01
68.46,2021-08-05,17:41:01
68.32,2021-08-05,17:46:00
68.27,2021-08-05,17:51:01
68.16,2021-08-05,17:56:01
68.11,2021-08-05,18:01:01
68.29,2021-08-05,18:06:01
68.24,2021-08-05,18:11:01
68.18,2021-08-05,18:16:02
68.21,2021-08-05,18:20:59
68.39,2021-08-05,18:26:01
68.37,2021-08-05,18:31:00
68.39,2021-08-05,18:36:00
68.41,2021-08-05,18:40:59
68.13,2021-08-05,18:46:02
67.87,2021-08-05,18:51:01
68,2021-08-05,18:56:01
67.97,2021-08-05,19:01:00
68.15,2021-08-05,19:06:01
68.18,2021-08-05,19:11:01
68.49,2021-08-05,19:16:00
68.55,2021-08-05,19:21:01
68.65,2021-08-05,19:26:01
68.53,2021-08-05,19:31:00
68.59,2021-08-05,19:36:00
68.64,2021-08-05,19:41:01
68.52,2021-08-05,19:45:57
68.53,2021-08-05,19:51:01
68.4,2021-08-05,19:56:01
68.2,2021-08-05,20:01:01
68.04,2021-08-05,20:06:01
67.89,2021-08-05,20:11:01
68.36,2021-08-05,20:16:01
68.32,2021-08-05,20:21:01
68.19,2021-08-05,20:26:01
68.18,2021-08-05,20:31:01
68.45,2021-08-05,20:36:02
68.5,2021-08-05,20:41:02
68.55,2021-08-05,20:46:01
68.28,2021-08-05,20:51:01
68.52,2021-08-05,20:56:00
68.64,2021-08-05,21:01:01
68.91,2021-08-05,21:06:01
68.84,2021-08-05,21:11:01
68.81,2021-08-05,21:16:01
68.59,2021-08-05,21:21:01
68.5,2021-08-05,21:26:01
68.47,2021-08-05,21:31:02
68.34,2021-08-05,21:36:01
68.4,2021-08-05,21:41:01
68.49,2021-08-05,21:46:01
68.69,2021-08-05,21:51:01
68.75,2021-08-05,21:55:59
68.58,2021-08-05,22:01:01
68.58,2021-08-05,22:06:01
68.55,2021-08-05,22:11:01
68.67,2021-08-05,22:16:00
68.92,2021-08-05,22:21:00
69.21,2021-08-05,22:26:01
69.29,2021-08-05,22:31:01
69.27,2021-08-05,22:36:01
69.15,2021-08-05,22:41:00
69.06,2021-08-05,22:45:59
68.99,2021-08-05,22:51:00
68.99,2021-08-05,22:55:56
68.98,2021-08-05,23:01:01
69.01,2021-08-05,23:06:01
68.97,2021-08-05,23:11:01
69.02,2021-08-05,23:15:59
68.91,2021-08-05,23:21:01
68.81,2021-08-05,23:26:00
68.79,2021-08-05,23:31:01
68.98,2021-08-05,23:36:01
68.91,2021-08-05,23:40:59
68.9,2021-08-05,23:45:59
69.06,2021-08-05,23:51:01
69,2021-08-05,23:55:58
69.05,2021-08-06,00:00:58
69.11,2021-08-06,00:05:59
69.14,2021-08-06,00:11:00
69.18,2021-08-06,00:15:59
69.11,2021-08-06,00:21:01
69.11,2021-08-06,00:26:00
69.05,2021-08-06,00:31:01
68.98,2021-08-06,00:36:00
69.06,2021-08-06,00:41:01
68.99,2021-08-06,00:45:58
69,2021-08-06,00:50:46
68.97,2021-08-06,00:56:01
68.97,2021-08-06,01:01:01
68.86,2021-08-06,01:06:01
68.87,2021-08-06,01:11:00
69.01,2021-08-06,01:16:01
68.97,2021-08-06,01:21:00
68.98,2021-08-06,01:26:01
69.08,2021-08-06,01:31:00
69.03,2021-08-06,01:36:00
69.03,2021-08-06,01:40:58
69.01,2021-08-06,01:45:49
69.06,2021-08-06,01:50:59
69.07,2021-08-06,01:55:43
69.07,2021-08-06,02:00:41
69.09,2021-08-06,02:05:55
69.08,2021-08-06,02:11:00
69.09,2021-08-06,02:15:40
69.04,2021-08-06,02:21:01
68.99,2021-08-06,02:25:57
68.98,2021-08-06,02:30:53
69,2021-08-06,02:35:40
69.05,2021-08-06,02:40:43
69.08,2021-08-06,02:45:58
69.13,2021-08-06,02:50:58
69.1,2021-08-06,02:56:00
69.21,2021-08-06,03:01:00
69.19,2021-08-06,03:06:00
69.2,2021-08-06,03:10:58
69.19,2021-08-06,03:15:52
69.18,2021-08-06,03:20:27
69.15,2021-08-06,03:26:55
69.16,2021-08-06,03:30:56
69.17,2021-08-06,03:35:55
69.15,2021-08-06,03:40:58
69.16,2021-08-06,03:46:00
69.16,2021-08-06,03:50:31
69.15,2021-08-06,03:55:26
69.09,2021-08-06,04:04:00
69.12,2021-08-06,05:00:01
69.13,2021-08-06,05:01:00
69.11,2021-08-06,05:05:58
69.11,2021-08-06,05:10:39
69.11,2021-08-06,05:15:44
69.12,2021-08-06,05:20:49
69.12,2021-08-06,05:25:32
69.09,2021-08-06,05:30:53
69.08,2021-08-06,05:35:59
69.05,2021-08-06,05:41:01
69.1,2021-08-06,05:45:47
69.12,2021-08-06,05:50:55
69.13,2021-08-06,05:55:41
69.12,2021-08-06,06:00:50
69.1,2021-08-06,06:05:59
69.1,2021-08-06,06:10:59
69.08,2021-08-06,06:15:44
69.1,2021-08-06,06:21:58
69.1,2021-08-06,06:26:01
69.1,2021-08-06,06:30:59
69.1,2021-08-06,06:35:47
69.09,2021-08-06,06:40:38
69.11,2021-08-06,06:45:59
69.05,2021-08-06,06:50:38
69.06,2021-08-06,06:55:45
69.04,2021-08-06,07:00:59
69.04,2021-08-06,07:05:59
69.11,2021-08-06,07:10:59
69.13,2021-08-06,07:16:00
69.1,2021-08-06,07:21:00
69.09,2021-08-06,07:25:36
69.11,2021-08-06,07:30:21
69.08,2021-08-06,07:35:58
69.09,2021-08-06,07:41:01
69.03,2021-08-06,07:45:58
69.01,2021-08-06,07:50:55
69.01,2021-08-06,07:55:48
68.93,2021-08-06,08:00:59
68.93,2021-08-06,08:05:53
68.9,2021-08-06,08:10:58
68.9,2021-08-06,08:15:46
68.96,2021-08-06,08:21:00
68.94,2021-08-06,08:25:56
68.95,2021-08-06,08:30:51
68.98,2021-08-06,08:35:56
68.95,2021-08-06,08:41:00
68.95,2021-08-06,08:45:47
68.95,2021-08-06,08:50:59
69.02,2021-08-06,08:56:01
68.96,2021-08-06,09:00:58
68.98,2021-08-06,09:05:57
69.01,2021-08-06,09:11:01
69.08,2021-08-06,09:15:55
69.07,2021-08-06,09:20:38
69.08,2021-08-06,09:26:01
69.09,2021-08-06,09:30:53
69.17,2021-08-06,09:36:00
69.1,2021-08-06,09:41:01
69.15,2021-08-06,09:46:00
69.16,2021-08-06,09:51:00
69.15,2021-08-06,09:55:54
69.15,2021-08-06,10:00:59
69.16,2021-08-06,10:07:01
69.12,2021-08-06,10:10:57
69.17,2021-08-06,10:15:59
69.18,2021-08-06,10:21:00
69.25,2021-08-06,10:26:00
69.2,2021-08-06,10:30:52
69.18,2021-08-06,10:35:47
69.18,2021-08-06,10:40:48
69.18,2021-08-06,10:45:45
69.18,2021-08-06,10:51:00
69.15,2021-08-06,10:55:39
69.19,2021-08-06,11:00:52
69.16,2021-08-06,11:05:56
69.17,2021-08-06,11:10:43
69.18,2021-08-06,11:15:51
69.18,2021-08-06,11:21:00
69.18,2021-08-06,11:25:59
69.26,2021-08-06,11:31:01
69.21,2021-08-06,11:35:59
69.23,2021-08-06,11:41:00
69.24,2021-08-06,11:45:59
69.23,2021-08-06,11:50:57
69.2,2021-08-06,11:55:28
69.19,2021-08-06,12:00:58
69.17,2021-08-06,12:02:50
69.16,2021-08-06,12:07:40
