Prices (USD/bbl),Date (CDT),Time (CDT)
75.95,2021-07-30,15:58:57
75.92,2021-07-30,16:00:29
75.93,2021-07-30,16:05:55
75.9,2021-07-30,16:10:06
75.89,2021-07-30,16:15:28
75.87,2021-07-30,16:20:48
75.78,2021-07-30,16:26:48
75.91,2021-07-30,16:30:58
75.95,2021-07-30,16:39:00
75.95,2021-07-30,16:41:50
75.9,2021-07-30,16:47:54
75.86,2021-07-30,16:52:05
75.88,2021-07-30,16:57:21
75.89,2021-07-30,17:03:51
75.86,2021-07-30,17:12:02
75.89,2021-07-30,17:15:19
75.96,2021-07-30,17:20:27
75.86,2021-07-30,17:25:54
75.92,2021-07-30,17:34:51
75.88,2021-07-30,17:36:40
75.9,2021-07-30,17:47:47
75.89,2021-07-30,17:50:47
75.96,2021-07-30,17:57:24
75.99,2021-07-30,18:00:53
76,2021-07-30,18:05:50
75.99,2021-07-30,18:10:59
76.01,2021-07-30,18:16:59
76,2021-07-30,18:23:30
76.07,2021-07-30,18:29:52
76.04,2021-07-30,18:31:22
76.05,2021-07-30,18:36:39
76.05,2021-07-30,18:41:27
76.04,2021-07-30,18:45:39
76.02,2021-07-30,18:50:04
76.04,2021-07-30,18:55:21
76.03,2021-07-30,19:01:52
76.06,2021-07-30,19:05:54
76.08,2021-07-30,19:10:50
76.08,2021-07-30,19:18:19
76.07,2021-07-30,19:20:33
76.03,2021-07-30,19:25:16
76.03,2021-07-30,19:30:29
76.1,2021-07-30,19:39:56
76.15,2021-07-30,19:44:52
76.13,2021-07-30,19:45:31
76.12,2021-07-30,19:50:02
76.12,2021-07-30,19:55:21
76.11,2021-07-30,20:00:00
75.93,2021-07-30,20:05:58
76.07,2021-07-30,20:10:56
76.18,2021-07-30,20:16:01
76.16,2021-07-30,20:21:41
76.19,2021-07-30,20:27:28
76.3,2021-07-30,20:30:19
76.32,2021-07-30,20:35:59
76.29,2021-07-30,20:40:28
76.27,2021-07-30,20:45:26
76.35,2021-07-30,20:50:55
76.34,2021-07-30,20:55:43
76.3,2021-07-30,21:01:27
76.31,2021-07-30,21:05:57
76.31,2021-07-30,21:10:58
76.36,2021-07-30,21:15:00
76.3,2021-07-30,21:20:42
76.28,2021-07-30,21:29:00
76.24,2021-07-30,21:32:55
76.2,2021-07-30,21:35:00
76.21,2021-07-30,21:40:07
76.18,2021-07-30,21:46:41
76.21,2021-07-30,21:50:45
76.22,2021-07-30,21:56:44
76.19,2021-07-30,22:00:55
76.25,2021-07-30,22:05:00
76.35,2021-07-30,22:10:42
76.3,2021-07-30,22:15:38
76.29,2021-07-30,22:21:59
76.29,2021-07-30,22:25:59
76.3,2021-07-30,22:30:00
76.27,2021-07-30,22:41:54
76.29,2021-07-30,22:47:36
76.28,2021-07-30,22:52:54
76.31,2021-07-30,22:55:36
76.31,2021-07-30,23:00:51
76.32,2021-07-30,23:09:00
76.31,2021-07-30,23:10:46
76.31,2021-07-30,23:15:00
76.33,2021-07-30,23:23:01
76.33,2021-07-30,23:25:43
76.34,2021-07-30,23:31:52
76.33,2021-07-30,23:36:34
76.34,2021-07-30,23:47:18
76.35,2021-07-30,23:51:36
76.36,2021-07-30,23:55:01
76.36,2021-07-31,00:00:01
76.36,2021-07-31,00:06:00
76.34,2021-07-31,00:12:59
76.35,2021-07-31,00:16:01
76.31,2021-07-31,00:21:06
76.32,2021-07-31,00:29:27
76.31,2021-07-31,00:35:38
76.36,2021-07-31,00:40:00
76.33,2021-07-31,00:48:59
76.35,2021-07-31,00:51:51
76.36,2021-07-31,00:58:09
76.32,2021-07-31,01:02:34
76.37,2021-07-31,01:08:52
76.35,2021-07-31,01:15:33
76.38,2021-07-31,01:22:57
76.33,2021-07-31,01:25:30
76.33,2021-07-31,05:02:00
76.33,2021-07-31,06:55:13
75.26,2021-08-02,05:00:01
75.14,2021-08-02,05:06:01
75.25,2021-08-02,05:10:50
75.29,2021-08-02,05:16:00
75.28,2021-08-02,05:20:01
75.25,2021-08-02,05:26:44
75.28,2021-08-02,05:31:20
75.31,2021-08-02,05:35:28
75.33,2021-08-02,05:40:31
75.34,2021-08-02,05:45:00
75.3,2021-08-02,05:50:39
75.27,2021-08-02,05:56:55
75.24,2021-08-02,06:00:41
75.24,2021-08-02,06:06:43
75.24,2021-08-02,06:10:01
75.25,2021-08-02,06:15:59
75.21,2021-08-02,06:21:40
75.18,2021-08-02,06:25:21
75.15,2021-08-02,06:30:53
75.15,2021-08-02,06:35:00
75.12,2021-08-02,06:40:56
75.14,2021-08-02,06:45:59
75.12,2021-08-02,06:59:29
75.13,2021-08-02,07:01:00
75.02,2021-08-02,07:06:00
74.98,2021-08-02,07:10:59
75.01,2021-08-02,07:15:00
75.06,2021-08-02,07:20:59
75.01,2021-08-02,07:26:00
74.94,2021-08-02,07:30:01
74.99,2021-08-02,07:35:01
74.91,2021-08-02,07:41:01
74.91,2021-08-02,07:45:51
74.99,2021-08-02,07:50:59
74.94,2021-08-02,07:55:54
74.88,2021-08-02,08:00:01
74.87,2021-08-02,08:05:01
74.7,2021-08-02,08:10:01
74.6,2021-08-02,08:15:00
74.66,2021-08-02,08:20:01
74.54,2021-08-02,08:25:01
74.52,2021-08-02,08:30:01
74.52,2021-08-02,08:36:00
74.53,2021-08-02,08:40:58
74.48,2021-08-02,08:45:01
74.31,2021-08-02,08:50:00
74.3,2021-08-02,08:55:01
74.25,2021-08-02,09:00:01
74.31,2021-08-02,09:06:00
74.22,2021-08-02,09:10:40
74.12,2021-08-02,09:15:01
74.21,2021-08-02,09:20:00
74.28,2021-08-02,09:25:00
74.39,2021-08-02,09:30:01
74.27,2021-08-02,09:35:59
74.27,2021-08-02,09:40:37
74.16,2021-08-02,09:45:00
74.28,2021-08-02,09:51:01
74.33,2021-08-02,09:55:01
74.37,2021-08-02,10:00:00
74.44,2021-08-02,10:05:01
74.38,2021-08-02,10:10:50
74.33,2021-08-02,10:15:00
74.37,2021-08-02,10:20:57
74.4,2021-08-02,10:25:55
74.42,2021-08-02,10:30:59
74.46,2021-08-02,10:35:49
74.52,2021-08-02,10:40:48
74.51,2021-08-02,10:45:01
74.53,2021-08-02,10:50:07
74.55,2021-08-02,10:55:21
74.55,2021-08-02,11:00:55
74.54,2021-08-02,11:05:46
74.56,2021-08-02,11:10:01
74.53,2021-08-02,11:15:44
74.56,2021-08-02,11:20:06
74.58,2021-08-02,11:25:59
74.61,2021-08-02,11:30:57
74.65,2021-08-02,11:35:41
74.68,2021-08-02,11:40:43
74.66,2021-08-02,11:45:55
74.66,2021-08-02,11:51:00
74.64,2021-08-02,11:55:35
74.63,2021-08-02,12:01:00
74.64,2021-08-02,12:05:15
74.59,2021-08-02,12:10:01
74.62,2021-08-02,12:15:57
74.64,2021-08-02,12:20:25
74.69,2021-08-02,12:26:01
74.68,2021-08-02,12:30:01
74.65,2021-08-02,12:36:01
74.56,2021-08-02,12:40:44
74.57,2021-08-02,12:45:56
74.52,2021-08-02,12:50:58
74.41,2021-08-02,12:56:01
74.47,2021-08-02,13:00:00
74.59,2021-08-02,13:05:00
74.57,2021-08-02,13:11:00
74.54,2021-08-02,13:15:01
74.59,2021-08-02,13:20:00
74.47,2021-08-02,13:25:46
74.5,2021-08-02,13:31:01
74.55,2021-08-02,13:35:39
74.61,2021-08-02,13:40:58
74.6,2021-08-02,13:46:00
74.68,2021-08-02,13:50:59
74.68,2021-08-02,13:55:01
74.69,2021-08-02,14:00:01
74.72,2021-08-02,14:05:01
74.72,2021-08-02,14:10:01
74.74,2021-08-02,14:15:01
74.7,2021-08-02,14:20:41
74.73,2021-08-02,14:19:20
74.66,2021-08-02,14:50:50
